idno,litter_size,number_male,number_female,sire
2807,5,3,1,6023
2788,7,4,3,3189
2749,7,4,3,140
2730,7,5,2,1455
2766,6,3,3,4884
2733,4,1,3,4975
2796,1,1,0,5230
2753,6,3,3,5981
2764,7,5,2,2448
2837,3,1,0,5693
2821,5,3,1,5976
2809,9,6,2,2141
2710,9,2,7,2188
2748,5,3,2,4093
2701,6,3,3,4860
2732,7,2,5,5170
2743,5,2,3,6073
2770,2,1,1,5226
2825,6,4,1,2857
2762,4,0,4,5610
2790,6,0,6,2935
2842,10,4,3,6023
2708,8,5,3,4860
2714,6,0,6,2857
2759,7,3,4,2811
2838,8,4,2,1060
2831,9,4,3,5028
2709,6,1,5,5478
2794,5,2,3,2154
2823,6,5,0,2773
2695,5,4,1,5892
2791,1,0,1,882
2700,7,4,3,4173
2771,5,3,2,5976
2745,6,3,3,5613
2739,5,5,0,3983
2740,6,4,2,508
2720,5,0,5,4680
2754,6,3,3,2773
2840,6,1,3,3612
2750,8,4,4,3532
2845,8,3,1,1588
2792,5,3,0,2857
2824,6,3,2,1317
2696,8,6,2,5676
2685,4,3,1,4103
2742,3,1,2,2141
2849,14,3,2,2313
2737,1,0,1,4097
2758,6,2,4,1060
2712,9,3,6,4860
2757,3,2,1,1060
2793,2,0,2,1060
2747,1,1,0,5234
2719,5,4,1,2517
2699,7,4,3,2313
2955,9,7,0,5618
2953,4,2,2,2780
2954,8,1,5,3975
2952,4,2,2,4402
2951,8,3,5,4387
2884,3,1,2,554
2867,8,5,3,972
2922,6,4,1,5432
2900,1,1,0,1128
2914,2,1,1,3790
2887,2,0,2,1617
2883,3,2,1,4828
2863,8,2,6,4799
2878,7,2,5,2821
2910,6,1,5,3412
2945,4,0,1,1164
2944,10,3,4,894
2897,5,3,2,3499
2901,8,6,2,1164
2929,7,3,3,1918
2860,6,4,2,1550
2888,1,1,0,3917
2925,7,4,2,3629
2930,7,4,2,652
2928,8,4,3,910
2927,3,2,0,1451
2917,6,4,1,2363
2948,10,5,2,1617
2913,1,1,0,2913
2949,10,6,1,2135
2886,3,0,3,1917
2890,6,4,2,2737
2895,7,3,4,5043
2857,2,1,1,4828
2858,5,3,2,1213
2892,6,5,1,228
2941,6,3,1,3499
2939,7,1,4,1413
2853,5,3,2,994
2850,9,6,3,2847
2933,7,1,4,972
2919,5,0,4,1617
2903,3,0,3,4091
2908,3,2,1,2026
2864,2,0,2,3790
2854,4,2,2,5667
2940,6,1,3,3499
2931,3,2,0,108
2912,5,2,3,4870
2856,4,3,1,6045
2870,3,2,1,1213
2898,3,2,1,206
2880,1,1,0,1413
2876,1,0,1,5443
2902,2,1,1,3325
2889,5,3,2,2363
2921,8,4,3,3412
2904,5,2,3,4096
2937,6,1,3,1164
2891,7,5,2,3629
2869,1,1,0,1618
2935,5,2,1,1917
2877,4,2,2,4238
2926,7,3,3,3047
2947,5,1,1,1164
2920,7,2,4,1739
2871,9,4,5,5286
2873,6,3,3,5876
2924,4,2,1,2619
2923,8,1,4,3493
2865,6,3,3,3792
2909,2,2,0,4098
2859,1,1,0,1432
2852,3,2,1,5432
2899,4,2,2,4773
2907,5,3,2,894
2938,8,5,1,3325
2936,5,0,3,3218
2950,7,1,2,1984
2861,4,4,0,3629
2875,7,2,5,4458
2893,8,7,1,1430
2872,8,3,5,4091
2905,9,2,7,3499
2855,7,1,6,554
2946,5,0,2,5419
2879,6,3,3,2363
2862,5,2,3,2847
2874,5,2,3,4091
2915,6,4,2,2821
2943,4,1,1,5448
2906,1,1,0,4623
2942,7,2,3,5448
2885,4,2,2,554
2894,9,4,5,1791
2851,4,3,1,5419
2911,1,0,1,4091
2881,7,5,2,4096
2916,7,2,4,2958
2918,5,4,0,2008
2932,5,3,0,3941
2866,6,3,3,3499
2882,7,3,4,1617
2896,9,5,4,1550
2934,4,2,0,4091
2868,1,0,1,1550
2962,4,1,3,4339
2964,2,1,1,2233
2970,5,3,2,3767
2959,4,1,3,1419
2974,5,1,4,4385
2980,5,2,2,247
2968,7,2,5,1980
2972,4,2,2,2231
2982,5,2,1,1420
2965,6,2,4,4273
2976,4,2,2,4273
2958,3,1,2,4777
2967,3,1,2,2233
2961,2,1,1,4777
2960,3,1,2,3938
2973,4,2,2,4273
2966,4,0,4,2233
2969,4,1,3,4273
2956,3,2,1,4777
2977,1,0,1,1420
2971,3,1,2,2233
2975,2,1,1,5661
2979,4,3,1,4282
2963,4,4,0,4273
2957,3,1,2,2233
2981,6,1,3,1420
2978,3,2,1,2577
2983,7,4,3,6058
2986,6,3,1,5282
2984,7,2,5,3777
2985,10,5,3,3987
3024,6,4,2,138
3033,7,3,4,798
2995,4,1,3,4582
3066,9,6,1,4756
3067,9,2,5,530
3062,7,0,6,2089
3049,5,3,2,4716
3055,8,5,2,4381
3029,7,4,3,991
3059,9,6,2,1389
3038,7,4,2,233
3015,6,4,2,2089
3032,7,3,4,138
3036,7,5,2,2291
2991,4,1,3,4716
3025,8,4,4,530
3050,3,3,0,2416
3006,5,2,3,531
3051,2,0,2,3151
3046,1,1,0,3175
3001,4,3,1,3804
3043,5,0,5,5578
2994,8,3,5,3697
2993,7,1,6,566
2987,4,3,1,992
3007,5,1,4,2237
3017,4,3,1,3175
2998,4,1,3,2416
3056,5,2,2,1566
3060,8,4,3,4280
3040,6,3,3,1009
3030,7,2,4,2788
3031,6,2,4,3570
3012,5,4,1,2416
3023,4,1,3,2356
3064,3,1,1,1653
3057,10,5,4,4468
3014,3,0,3,2089
3052,4,2,2,3611
3019,7,3,4,3406
2988,4,2,2,2685
3009,6,1,5,4756
2999,4,1,3,4381
2990,4,2,2,3079
3054,6,3,2,3697
3011,4,4,0,3352
3069,13,6,4,2089
3065,6,1,3,1601
3028,5,4,1,2246
3000,5,5,0,3450
3016,5,2,3,4039
3068,7,2,2,29
3061,4,2,1,531
3053,5,3,1,3476
3035,6,2,4,2246
3003,5,2,3,4280
3005,2,2,0,935
3048,6,2,4,1200
3041,6,3,3,772
3037,8,3,5,2212
3039,5,5,0,2475
3004,5,4,1,3492
3058,7,4,2,2416
3026,5,2,3,935
2997,8,3,5,4280
3045,8,2,6,5321
3042,7,3,4,4381
3027,5,3,2,3492
2992,5,4,1,5056
3010,6,3,3,2561
3013,2,1,1,1200
3002,10,5,5,14
3022,5,2,3,5056
2996,9,1,8,4375
3063,5,1,3,2416
3021,4,2,2,4716
3018,5,1,4,149
3034,5,1,4,1652
2989,7,3,4,5260
3047,5,5,0,3863
3020,4,2,2,5920
3044,4,0,4,689
3008,5,2,3,3989
3152,6,3,1,3094
3083,8,4,4,4801
3136,6,3,3,3232
3078,6,3,3,2455
3079,5,3,2,5675
3153,4,1,1,1466
3134,6,3,3,1466
3111,3,1,2,3186
3118,7,5,2,299
3108,9,3,6,2692
3157,7,1,1,2799
3113,8,3,5,1145
3121,6,1,5,1303
3145,8,3,4,2247
3150,9,1,7,4048
3097,7,5,2,1668
3098,6,4,2,2692
3112,8,2,6,3186
3095,4,4,0,628
3116,6,1,5,4825
3119,7,6,1,3907
3092,6,3,3,708
3101,6,3,3,5675
3096,1,0,1,1931
3128,2,1,1,3116
3081,7,2,5,5268
3077,6,3,3,1234
3070,4,2,2,4492
3109,4,3,1,1303
3114,9,4,5,4048
3135,4,3,1,3103
3117,4,3,1,540
3141,9,1,6,297
3080,6,3,3,4048
3074,7,3,4,709
3099,8,4,4,2662
3130,6,4,2,843
3144,8,3,4,1466
3133,6,5,1,2904
3146,5,0,4,401
3149,7,4,2,37
3073,7,4,3,1404
3156,10,3,3,84
3138,1,0,1,3109
3105,5,3,2,708
3142,6,3,2,1466
3084,4,2,1,3131
3120,6,3,3,3186
3115,9,3,6,708
3143,6,3,2,5945
3147,4,1,2,1145
3148,9,1,0,2172
3124,2,1,1,3105
3127,5,3,2,37
3088,7,2,5,2186
3089,6,4,2,3366
3087,7,5,2,3555
3140,8,7,0,3094
3100,4,3,1,3186
3075,2,0,2,708
3106,1,1,0,3092
3093,3,2,1,3154
3071,7,2,5,5568
3125,7,5,2,1868
3154,10,4,4,1473
3126,6,5,1,4048
3104,8,4,4,5867
3090,7,3,4,4048
3102,6,4,2,3808
3139,6,2,3,3570
3094,5,5,0,4048
3122,4,3,1,1256
3086,7,3,4,2247
3085,9,6,3,3124
3151,7,4,2,1466
3072,4,2,2,256
3131,6,4,2,231
3132,9,3,6,1329
3103,9,6,3,1976
3155,5,2,1,3808
3076,7,5,2,845
3123,7,3,4,256
3082,10,7,3,709
3107,2,0,2,3186
3110,5,1,4,4048
3129,8,4,4,4048
3091,5,2,3,1473
3137,3,1,2,233
3161,6,2,4,791
3250,5,2,3,1276
3186,7,4,3,2591
3264,6,4,2,2969
3254,4,2,2,1058
3319,6,3,2,1665
3314,5,3,1,2534
3177,6,3,3,2721
3339,6,1,3,116
3301,4,1,3,2699
3244,6,2,4,152
3164,2,1,1,1745
3241,4,2,2,4812
3262,6,5,1,1745
3258,3,1,2,255
3247,5,5,0,1139
3174,5,1,4,2534
3217,4,1,3,5138
3317,5,3,1,2784
3272,3,3,0,3182
3260,7,3,4,1058
3243,4,1,3,2106
3252,5,3,2,2747
3226,6,2,4,1731
3167,6,5,1,599
3253,7,2,5,2895
3295,4,0,4,721
3292,3,3,0,721
3216,3,1,2,1437
3286,6,2,4,1058
3162,3,3,0,1745
3309,6,3,2,1139
3209,5,2,3,2784
3215,7,4,3,2276
3190,5,2,3,4812
3183,6,3,3,4995
3321,5,1,3,1437
3293,3,0,3,2462
3266,3,1,2,1522
3341,5,2,1,4867
3287,7,2,5,4592
3221,6,2,4,2784
3238,6,3,3,1369
3225,4,2,2,5974
3261,6,2,4,2784
3296,4,3,1,6014
3284,5,3,2,2784
3335,8,5,2,4009
3288,6,3,3,1934
3182,5,2,3,5171
3166,3,1,2,3151
3227,5,2,3,3359
3201,1,0,1,1731
3181,2,2,0,6037
3224,5,1,4,5174
3237,6,1,5,4846
3303,5,3,2,1749
3256,4,2,2,2784
3172,5,1,4,1205
3313,3,2,0,642
3327,8,5,2,599
3278,2,1,1,1379
3210,3,3,0,1916
3184,6,2,4,2969
3306,1,1,0,2430
3274,3,1,2,1358
3180,4,2,2,5137
3212,3,1,2,4874
3330,5,2,2,4846
3329,4,2,1,4867
3307,3,2,1,267
3255,7,5,2,599
3311,5,2,2,4951
3328,4,3,0,2250
3203,5,3,2,5361
3305,3,2,1,1761
3175,7,5,2,1472
3189,6,2,4,3461
3343,6,,2,5172
3211,6,2,4,1275
3344,9,2,0,2063
3273,1,0,1,1139
3163,7,3,4,5168
3320,3,2,0,1276
3298,4,0,4,3401
3268,3,2,1,1746
3240,5,2,3,1731
3218,5,0,5,1058
3231,5,4,1,4740
3324,2,0,1,4867
3160,6,1,5,1358
3188,5,2,3,4846
3249,5,5,0,2462
3173,6,2,4,2591
3228,4,1,3,773
3332,6,2,2,2416
3279,4,1,3,2462
3199,6,5,1,1267
3200,6,5,1,1139
3187,4,2,2,1003
3234,3,1,2,2250
3277,8,3,5,3123
3220,5,3,2,116
3193,5,3,2,2784
3316,8,5,2,317
3235,7,3,4,1324
3197,6,4,2,4009
3270,2,1,1,1058
3213,5,2,3,4846
3323,5,2,2,4951
3259,7,3,4,1745
3171,1,0,1,3865
3326,11,6,4,350
3251,4,3,1,1934
3236,3,2,1,3954
3178,5,2,3,3123
3165,5,3,2,2462
3276,4,2,2,1058
3308,4,0,4,1761
3290,7,3,4,1003
3230,4,1,3,1764
3312,7,3,3,4846
3168,5,3,2,1797
3179,7,4,3,4009
3310,6,5,0,1269
3195,6,3,3,1605
3196,8,4,4,1731
3194,3,2,1,4846
3214,5,3,2,1790
3205,6,6,0,3407
3169,4,2,2,2063
3336,4,0,3,4867
3318,8,5,2,4986
3263,5,2,3,347
3280,3,3,0,2779
3299,4,2,2,5361
3291,4,4,0,1331
3222,5,3,2,721
3300,3,1,2,607
3322,6,2,3,5361
3246,7,3,4,2500
3245,5,1,4,1806
3191,7,5,2,2784
3340,12,7,3,2294
3282,4,2,2,3397
3176,7,4,3,5248
3233,6,4,2,5974
3257,7,3,4,700
3315,5,4,,4611
3185,1,0,1,267
3204,4,3,1,1777
3283,6,4,2,3123
3331,7,4,2,2318
3206,9,3,6,3359
3333,7,3,3,1139
3325,5,4,0,860
3285,7,2,5,1205
3242,6,4,2,1935
3192,9,5,4,3359
3269,8,4,4,4009
3207,4,3,1,1702
3229,4,4,0,1295
3334,5,3,1,1139
3337,7,3,3,1150
3198,3,0,3,4989
3248,3,1,2,5115
3302,4,3,1,599
3275,7,5,2,276
3170,3,2,1,1851
3304,6,3,3,4867
3159,3,1,2,2462
3265,8,5,3,1276
3202,5,3,2,2292
3294,1,1,0,1437
3289,2,1,1,429
3338,5,1,3,1795
3239,4,2,2,2784
3158,4,4,0,5172
3297,3,1,1,5220
3223,3,1,2,1139
3219,2,0,2,1358
3271,6,1,5,4951
3342,6,1,3,5044
3281,6,2,4,4325
3232,6,4,2,496
3208,6,3,3,642
3267,4,3,1,1665
3526,1,0,1,2981
3528,4,2,2,2178
3556,8,3,3,336
3548,13,8,4,1167
3560,9,5,1,987
3557,14,7,4,987
3544,7,3,3,1167
3546,11,5,5,2599
3542,7,1,5,3410
3566,12,3,5,1137
3524,7,3,4,985
3537,11,2,9,940
3536,4,3,1,449
3531,8,4,4,4833
3539,5,0,5,1167
3547,4,2,1,1939
3529,11,5,6,455
3533,9,1,8,985
3550,3,1,1,985
3561,9,3,2,2871
3535,4,0,4,2178
3551,7,3,3,4441
3552,11,5,4,849
3563,8,1,3,2049
3534,9,7,2,251
3540,8,3,5,3608
3562,11,3,4,1583
3543,7,2,4,4833
3538,5,4,1,1184
3541,8,4,3,1939
3530,9,2,7,2049
3568,15,2,8,849
3569,13,4,1,1184
3558,8,2,3,1596
3532,5,2,3,2178
3554,6,1,3,2845
3527,8,1,7,1518
3559,12,6,3,336
3525,7,5,2,3410
3553,5,1,2,985
3555,10,5,3,5281
3567,11,1,5,74
3549,6,2,3,1939
3545,10,4,5,4833
3564,13,3,6,5619
3565,12,0,1,1187
3570,5,3,2,5431
3587,3,0,3,5024
3581,1,1,0,3926
3586,5,5,0,5297
3582,5,4,1,5198
3583,7,4,3,3925
3596,6,1,5,1468
3579,5,2,3,1468
3594,5,3,2,3927
3585,4,2,2,5198
3590,4,3,1,5198
3600,8,3,5,5011
3580,4,0,4,4979
3574,4,2,2,5311
3601,1,1,0,3187
3593,5,2,3,5093
3604,4,2,1,1468
3584,3,2,1,5306
3597,3,3,0,5311
3603,7,4,3,5353
3589,6,2,4,4738
3577,4,3,1,5274
3598,1,0,1,3748
3588,4,2,2,5378
3595,7,4,3,1468
3605,4,0,2,5215
3591,4,1,3,4738
3575,3,3,0,5645
3576,5,4,1,5093
3572,3,0,3,3927
3602,3,2,1,3927
3599,5,3,2,5311
3592,4,2,2,5283
3578,5,3,2,6017
3571,1,1,0,549
3573,5,3,2,2820
3622,6,3,3,5858
3654,11,1,1,3943
3650,9,2,5,3055
3623,9,6,3,5418
3621,10,5,5,4865
3636,6,3,3,3988
3644,10,4,5,4281
3624,7,5,2,4326
3633,3,2,1,3460
3641,4,2,1,3967
3643,8,4,3,4496
3645,2,1,0,2017
3617,5,0,5,3943
3618,8,1,4,4479
3619,9,5,4,5933
3615,9,4,5,3932
3620,9,6,3,3055
3632,7,3,4,3739
3610,6,5,1,3584
3611,11,5,6,3460
3649,10,4,4,4371
3640,6,2,3,2653
3616,10,5,5,5320
3635,2,0,2,2119
3647,10,0,9,3933
3631,5,3,2,5336
3626,6,1,5,867
3614,13,9,4,4359
3648,7,1,,4087
3629,3,2,1,4332
3639,11,6,4,3963
3625,7,2,5,3460
3646,3,2,0,4496
3612,5,2,3,4359
3634,8,3,5,5418
3637,6,1,0,4087
3630,1,1,0,1314
3651,4,1,1,4310
3652,5,2,1,4087
3627,10,5,5,5797
3628,6,4,2,3943
3642,10,4,5,4310
3653,9,3,2,5148
3638,2,1,0,4496
3613,8,5,3,4326
3667,7,2,5,4453
3673,13,1,8,4506
3671,11,5,3,2908
3660,10,6,4,69
3657,11,5,6,4507
3665,9,4,5,2614
3656,8,4,4,1000
3658,1,0,1,4948
3666,6,2,4,4507
3661,9,2,7,1000
3663,10,4,6,1000
3662,6,4,2,3893
3670,2,1,1,4453
3669,7,2,5,4459
3668,2,1,1,4459
3672,13,7,4,4477
3655,11,9,2,1000
3664,16,9,7,4459
3659,7,2,0,2908
10126,3,2,1,5991
10151,4,2,2,5084
10089,8,5,3,4528
10116,5,4,1,314
10153,5,1,3,2812
10122,5,3,2,4864
10108,5,4,1,6020
10156,8,6,1,1551
10135,5,4,1,1685
10094,6,1,5,5444
10104,8,2,6,1685
10166,12,5,5,4957
10159,6,3,2,5054
10087,3,2,1,2948
10148,7,2,5,2020
10093,9,4,5,5015
10099,8,6,2,932
10085,8,2,6,5054
10139,5,2,3,3118
10163,7,2,4,3032
10118,6,4,2,932
10123,6,1,5,5206
10142,6,4,2,5211
10138,6,3,3,657
10120,8,5,3,5608
10091,7,1,6,4980
10121,7,1,6,4957
10095,6,0,6,4816
10090,2,1,1,5204
10127,5,1,4,2812
10112,5,2,3,2862
10106,5,4,1,2525
10128,12,7,5,1002
10150,6,3,3,1159
10143,4,3,1,1663
10134,3,0,3,2309
10165,11,4,5,5207
10147,1,0,1,6008
10114,5,2,3,3107
10101,8,6,2,5444
10146,4,3,1,1409
10168,7,0,3,5054
10161,5,2,2,5143
10103,10,3,7,2020
10115,9,6,3,5206
10113,6,3,3,2525
10152,8,4,3,978
10097,6,2,4,4528
10157,10,5,4,4957
10088,1,0,1,2107
10154,7,2,4,1685
10167,3,1,0,4980
10137,6,4,2,1284
10130,6,3,3,6019
10124,3,2,1,1685
10109,11,5,6,2390
10100,8,6,2,5076
10096,4,2,2,4864
10129,2,1,1,2812
10086,7,6,1,4528
10136,10,6,4,4722
10117,3,1,2,819
10164,7,2,3,5207
10144,2,1,1,5207
10149,8,3,5,1685
10141,6,2,4,5991
10140,9,3,6,5188
10098,5,1,4,2660
10102,9,4,5,1685
10145,8,5,3,1685
10158,3,2,0,1165
10110,3,1,2,4957
10111,6,3,3,819
10125,3,1,2,5094
10155,7,2,4,1551
10092,8,5,3,5207
10105,9,5,4,5076
10119,7,3,4,1685
10131,7,3,4,5993
10107,5,1,4,5078
10133,4,2,2,4835
10132,6,3,3,4957
10160,8,4,3,1410
10162,4,2,1,1183
7678,5,3,2,2782
7691,14,5,7,2303
7673,6,2,4,3498
7689,11,4,5,197
7666,13,6,7,2814
7685,12,3,8,52
7661,4,1,3,2938
7670,6,1,5,632
7682,7,3,4,103
7690,10,3,5,5096
7668,9,6,3,933
7683,2,1,1,3278
7696,17,5,4,48
7688,4,0,2,2027
7667,3,2,1,51
7660,10,1,9,2024
7693,14,3,7,2814
7662,6,2,4,2952
7669,5,3,2,3185
7686,8,5,2,3498
7658,9,1,8,48
7674,6,3,3,437
7665,10,5,5,6108
7677,3,2,1,3146
7663,4,3,1,1373
7681,1,1,0,48
7671,6,3,3,3498
7675,6,4,2,3146
7694,11,2,3,373
7684,10,6,3,2147
7659,6,4,2,3073
7680,8,3,5,2814
7676,2,2,0,52
7695,13,2,3,2147
7679,1,0,1,5828
7692,14,3,8,51
7664,2,0,2,2304
7656,10,6,4,632
7657,7,2,5,1291
7672,6,2,4,3289
7687,2,1,0,1501
3351,3,0,3,4501
3350,3,2,1,4229
3348,5,2,3,3946
3345,4,2,2,4375
3347,4,2,2,3946
3349,6,3,3,762
3346,5,2,3,4375
3352,5,1,1,3761
3362,6,5,1,1449
3444,3,3,0,123
3426,3,3,0,1512
3436,2,2,0,2775
3364,4,1,3,4029
3386,7,4,3,925
3409,6,2,4,3569
3387,4,0,4,213
3353,5,4,1,3207
3459,5,2,2,1967
3379,4,2,2,4045
3369,6,2,4,5943
3442,3,1,2,925
3450,6,2,4,123
3374,7,4,3,2726
3377,2,1,1,3170
3445,2,2,0,5848
3462,3,1,1,5857
3412,5,1,4,5965
3400,6,3,3,6082
3361,3,2,1,4655
3464,6,1,4,4028
3358,4,3,1,2723
3469,7,2,3,1682
3433,4,1,3,3190
3427,5,2,3,16
3454,2,1,1,3207
3393,2,0,2,2472
3456,6,3,2,3052
3443,6,3,3,4928
3434,5,2,3,4375
3458,5,4,0,3771
3439,6,3,3,2775
3399,4,3,1,3771
3372,4,1,3,4045
3359,6,1,5,4120
3402,5,3,2,2265
3371,4,1,3,1158
3432,5,3,2,3179
3355,2,2,0,492
3413,6,6,0,4028
3415,6,2,4,896
3446,3,0,3,471
3449,1,1,0,2968
3451,5,4,1,4022
3407,2,2,0,763
3466,6,1,4,5861
3382,6,4,2,4583
3447,1,1,0,1158
3460,4,2,1,2736
3428,5,3,2,619
3368,5,4,1,3361
3453,1,0,1,2777
3414,5,1,4,5452
3365,2,0,2,2735
3373,3,2,1,4120
3438,5,3,2,3513
3431,4,3,1,4763
3455,5,2,3,4831
3417,6,4,2,738
3448,5,3,2,5451
3363,4,2,2,2735
3366,7,3,4,3306
3418,3,1,2,123
3457,7,4,2,3568
3430,3,2,1,694
3425,4,1,3,3154
3419,4,2,2,989
3465,6,4,1,471
3391,5,2,3,3935
3408,6,2,4,5848
3441,4,1,3,3475
3380,5,3,2,6082
3395,6,2,4,4045
3357,4,3,1,845
3404,4,2,2,4583
3384,6,4,2,4120
3354,1,0,1,3935
3405,5,2,3,2412
3376,3,2,1,3173
3392,4,2,2,30
3396,3,1,2,2852
3370,5,1,4,3771
3397,4,2,2,2944
3461,4,0,3,4763
3424,6,0,6,3170
3385,3,1,2,926
3406,4,1,3,720
3356,3,0,3,2775
3435,3,1,2,123
3390,5,2,3,405
3467,8,4,2,925
3452,1,1,0,5973
3394,6,4,2,763
3468,6,0,4,3935
3403,4,2,2,3179
3360,7,4,3,3513
3422,5,4,1,4045
3367,4,2,2,3935
3416,4,2,2,3771
3470,3,1,0,1765
3401,5,3,2,3154
3429,5,4,1,2835
3388,4,3,1,4029
3378,5,1,4,2758
3437,4,1,3,5663
3423,2,1,1,123
3410,4,2,2,4120
3420,5,2,3,123
3471,4,0,1,1928
3421,5,2,3,3513
3463,7,5,1,4565
3398,1,1,0,3595
3383,5,3,2,2775
3389,5,2,3,1512
3381,8,5,3,5012
3375,6,5,1,3190
3411,4,2,2,1157
3440,4,3,1,5452
3487,4,0,1,3726
3484,5,5,0,1205
3472,4,2,2,3851
3485,3,1,1,5308
3479,4,1,3,4531
3474,4,3,1,2294
3477,6,1,2,3726
3476,5,3,2,4313
3482,2,1,1,2613
3481,5,4,1,4569
3473,4,1,3,3914
3478,4,2,2,3914
3488,6,1,1,1205
3483,3,1,2,3946
3486,7,4,2,42
3475,3,2,1,3914
3480,4,2,2,3780
6829,4,3,1,5689
6799,2,1,1,4035
6842,4,1,3,1475
6830,3,2,1,2466
6827,4,1,3,3666
6822,4,2,2,1950
6862,7,5,1,3995
6836,5,2,3,5521
6817,4,3,1,1475
6819,4,1,3,5278
6832,4,2,2,3444
6840,3,3,0,4012
6812,3,1,2,1950
6855,3,1,2,4675
6853,4,3,1,3135
6854,4,3,1,1891
6794,3,3,0,2466
6792,1,0,1,3918
6791,4,2,2,3135
6839,7,5,2,4463
6793,5,2,3,2466
6790,5,2,3,1475
6810,3,2,1,3666
6795,4,1,3,5521
6834,5,4,1,4532
6838,6,4,2,3666
6821,4,3,1,660
6847,4,3,1,5562
6813,7,3,4,3918
6859,5,1,3,4650
6841,6,4,2,4463
6809,3,1,2,2433
6797,5,4,1,2545
6808,5,3,2,4463
6848,3,2,1,5008
6837,6,2,4,1475
6803,7,4,3,2545
6844,4,2,2,3918
6865,4,1,0,4675
6828,5,0,5,3053
6815,5,3,2,3869
6857,2,1,1,2602
6805,6,3,3,509
6801,5,3,2,5688
6835,6,2,4,5278
6852,4,2,2,5277
6825,5,4,1,4463
6831,4,3,1,2545
6864,3,1,1,5656
6849,4,1,3,4463
6845,6,4,2,5331
6843,4,3,1,2433
6826,5,2,2,509
6807,3,0,3,4463
6850,6,4,2,237
6823,4,2,2,236
6800,4,3,1,4012
6824,3,1,2,2466
6861,3,0,2,3148
6796,5,4,1,4463
6804,4,2,2,2466
6806,4,3,1,236
6856,6,3,3,2433
6802,4,1,3,4840
6814,4,3,1,503
6833,5,4,1,3918
6846,6,4,2,5363
6858,5,3,1,3072
6798,2,2,0,3918
6851,2,0,2,3136
6863,2,0,1,3565
6818,4,2,2,2545
6860,4,2,1,2466
6820,3,2,1,4675
6816,5,1,4,236
6811,3,0,3,5558
8611,2,1,1,392
8536,3,1,2,5841
8610,3,0,3,4263
8597,4,0,4,3776
8530,3,3,0,2711
8598,2,1,1,877
8537,3,2,1,3209
8551,4,2,2,4666
8590,2,0,2,1945
8587,4,1,3,2032
8599,3,0,3,4605
8501,5,1,4,4263
8632,3,1,1,301
8524,3,1,2,4169
8544,3,0,3,2711
8570,3,0,3,198
8554,2,1,1,447
8492,4,2,2,4169
8603,2,1,1,2919
8592,4,1,3,301
8608,2,2,0,2751
8635,3,2,0,3063
8491,2,1,1,2454
8534,4,2,2,1278
8495,2,1,1,3523
8494,5,3,2,2919
8605,2,2,0,1631
8499,4,2,2,2454
8529,4,2,2,98
8594,3,1,2,2651
8497,2,0,2,2976
8634,2,0,1,4192
8560,3,1,2,24
8540,4,1,3,5841
8607,4,2,2,281
8639,3,0,1,3776
8612,3,1,2,2884
8579,2,2,0,5889
8512,5,2,3,5927
8616,4,0,4,2827
8596,2,2,0,2884
8565,3,0,3,3686
8619,2,1,1,392
8577,3,2,1,151
8637,4,2,1,745
8591,1,0,1,4083
8606,2,1,1,2884
8541,2,0,2,1125
8602,3,2,1,1125
8626,3,2,0,4664
8562,6,1,5,5922
8593,3,1,2,5894
8504,3,2,1,100
8629,2,1,0,2884
8640,8,1,1,4192
8567,3,1,2,98
8526,3,1,2,4169
8601,3,1,1,786
8624,3,0,3,830
8548,1,1,0,98
8503,3,2,1,547
8518,4,2,2,877
8638,4,1,1,1631
8552,2,1,1,4169
8630,2,1,0,4487
8543,3,2,1,794
8641,4,2,2,5467
8586,2,2,0,1125
8620,1,0,1,4487
8527,2,2,0,2884
8550,2,1,1,2828
8547,3,1,2,1506
8578,2,2,0,2711
8561,2,1,1,1945
8556,3,3,0,3776
8585,4,2,2,5927
8510,4,2,2,2711
8558,3,1,2,26
8509,3,3,0,2032
8498,2,1,1,4263
8531,3,1,2,5889
8513,3,2,1,1125
8557,2,1,1,392
8568,3,3,,4131
8564,4,2,2,1506
8628,2,1,0,1997
8636,2,0,1,2032
8538,3,2,1,1488
8559,4,0,1,1562
8584,4,1,3,427
8542,3,1,2,281
8583,3,1,2,96
8563,4,0,4,2032
8580,3,1,2,5882
8511,4,2,2,2454
8539,2,1,1,4263
8522,5,2,3,272
8604,3,0,3,2711
8535,3,1,2,2711
8517,3,2,1,26
8566,3,1,2,96
8520,2,1,1,2101
8613,2,2,0,4169
8496,3,2,1,4263
8574,3,2,1,5467
8600,4,3,1,2751
8589,4,1,3,4169
8623,1,1,0,4169
8625,5,4,1,4192
8508,2,1,1,4263
8617,1,0,1,4493
8528,3,1,2,3282
8493,4,3,1,3980
8569,3,1,2,175
8575,2,1,1,24
8506,5,2,3,2725
8545,3,2,1,2827
8505,1,1,0,1488
8553,3,2,1,2711
8588,2,1,1,4575
8615,2,2,0,4083
8546,2,2,0,4263
8621,2,1,1,281
8533,3,1,2,2651
8549,3,2,1,973
8516,5,2,3,2454
8571,1,1,0,4818
8576,1,1,0,830
8523,1,0,1,3070
8633,3,1,1,4131
8521,3,2,1,4169
8609,3,0,3,4263
8618,4,4,0,3087
8532,4,3,1,5906
8572,4,3,1,973
8573,2,0,2,2884
8502,4,2,2,2308
8500,4,3,1,4263
8631,2,1,0,26
