idno,litter_size,number_male,number_female,sire
8359,1,0,1,86
8266,3,1,2,6075
8267,2,1,1,1783
8323,2,1,1,5996
8243,3,2,1,1257
8290,3,2,1,4559
8358,1,0,1,548
8343,1,1,0,5477
8847,3,1,2,4717
8857,8,4,4,5045
8850,9,3,6,5564
8860,6,4,1,6068
8859,6,5,0,5547
8851,5,2,3,3965
8848,9,5,4,2004
8862,7,4,1,947
8863,12,6,2,5045
8856,2,0,2,4859
8849,8,3,5,5584
8852,12,5,7,4908
8853,9,3,6,5483
8858,9,1,5,5310
8855,5,0,5,5045
8854,7,4,3,5596
8861,8,1,6,5197
5787,5,2,3,4361
5788,3,2,1,3830
5793,6,2,2,1507
5790,7,3,3,840
5792,6,3,3,3763
5794,3,0,1,840
5791,6,3,3,5600
5789,7,3,4,840
5795,4,1,0,840
8986,7,3,4,3515
8989,10,5,5,623
8991,8,3,5,555
8992,7,2,5,3558
8994,10,8,2,3813
8988,7,4,3,2985
8996,2,0,2,3160
8997,10,2,7,556
8998,6,1,2,3557
8993,8,5,3,556
8987,7,4,3,3558
8995,8,5,3,4881
8990,6,3,3,2892
8985,6,3,3,3558
8999,3,1,2,5240
9000,3,1,1,4752
8984,5,1,4,5178
9017,10,3,6,3860
9018,5,0,4,2970
9013,9,3,6,3641
9001,1,1,0,2077
9016,5,2,2,1878
9006,7,2,5,1878
9010,8,5,3,2489
9014,10,5,4,1146
9005,8,4,4,716
9024,9,3,3,1771
9023,12,5,4,715
9019,6,2,3,2023
9027,13,4,4,511
9003,8,4,4,2035
9021,7,2,3,4251
9030,15,3,6,2034
9028,11,2,4,362
9029,11,4,2,2077
9026,14,5,5,3695
9020,11,6,3,5080
9002,7,3,4,4932
9009,6,5,1,5505
9008,8,6,2,1360
9012,8,4,4,4252
9004,10,4,6,4933
9025,13,2,7,4837
9022,11,7,1,4602
9015,10,6,3,4602
9011,4,1,3,3340
9007,11,4,7,1355
5036,6,2,4,4498
5037,3,0,3,4498
5035,10,4,5,4368
5049,8,4,4,3750
5043,9,6,3,3750
5045,11,4,7,246
5053,5,1,4,5441
5066,8,4,3,4106
5059,9,4,5,4000
5042,2,1,1,3750
5057,7,2,5,4000
5060,4,1,3,4000
5054,8,3,5,3547
5050,9,2,7,4260
5055,11,4,7,3976
5063,4,0,3,3622
5062,9,5,4,5531
5040,10,3,7,5585
5071,14,4,8,2575
5044,1,1,0,3547
5069,6,5,0,4484
5073,7,2,3,539
5068,5,2,2,2477
5038,4,2,2,869
5052,9,6,3,4260
5058,1,0,1,900
5056,8,5,3,1210
5061,5,4,1,1762
5064,10,7,2,2575
5041,9,8,1,539
5076,12,5,4,4257
5072,11,3,6,4484
5051,9,6,3,4106
5047,10,3,7,3071
5067,6,3,2,2623
5075,4,0,2,1490
5065,3,2,0,4461
5039,8,4,4,5585
5048,10,4,6,1363
5074,4,1,1,2477
5070,3,2,0,3613
5046,1,1,0,4260
9164,8,4,4,5365
9097,10,5,5,1442
9123,11,8,3,4356
9229,12,8,1,5251
9190,9,5,3,184
9191,9,4,4,5238
9079,8,4,4,3821
9088,11,6,5,2946
9199,7,3,3,2946
9043,10,5,5,54
9198,9,2,6,3300
9055,12,5,7,4342
9143,9,5,4,4356
9130,10,3,7,4356
9060,5,1,4,72
9116,12,6,6,1830
9100,9,3,6,2682
9103,10,3,7,223
9086,10,5,5,1015
9228,8,3,2,1135
9235,6,1,1,1830
9184,3,1,2,3669
9084,3,2,1,4356
9052,11,3,8,2332
9236,12,3,5,2383
9110,9,6,3,4570
9107,2,1,1,2946
9085,9,2,7,1822
9197,11,8,2,4570
9095,4,3,1,2490
9102,6,2,4,1830
9126,8,2,6,3705
9189,9,3,5,3245
9217,7,3,3,1674
9167,11,5,6,1983
9243,10,1,2,3628
9221,11,5,3,893
9209,8,3,4,3035
9127,9,4,5,4511
9208,9,4,4,3369
9177,5,3,2,5532
9237,5,0,1,2816
9118,3,2,1,2405
9176,2,0,2,3414
9136,7,3,4,4747
9193,10,6,3,1830
9182,3,1,2,1119
9125,10,5,5,2383
9149,4,3,1,4513
9059,6,1,5,4335
9161,1,1,0,1735
9050,10,5,5,673
9038,6,4,2,893
9069,6,4,2,1297
9158,6,5,1,2184
9242,8,2,0,2405
9194,8,4,3,2405
9075,6,3,3,1982
9174,2,1,1,1830
9042,6,4,2,1982
9226,9,6,1,579
9187,9,4,4,1119
9223,10,4,3,533
9141,4,2,2,1149
9096,7,5,2,1149
9034,4,1,3,4514
9040,10,9,1,158
9230,10,3,4,1734
9124,3,0,3,1149
9171,8,5,3,1983
9051,8,7,1,5592
9037,7,3,4,1983
9200,6,2,3,2946
9093,9,6,3,1734
9211,5,3,1,5077
9215,6,2,3,15
9068,6,3,3,5231
9179,6,3,3,1372
9057,9,4,5,533
9080,9,5,4,3472
9210,5,1,3,1734
9213,10,1,8,5077
9061,9,6,3,4344
9114,3,2,1,4356
9033,7,3,4,673
9134,10,6,4,600
9162,7,6,1,1830
9077,3,1,2,2682
9074,10,5,5,2783
9214,9,3,5,3472
9121,10,3,6,1830
9089,4,3,1,1983
9233,10,3,3,3786
9082,5,2,3,2088
9160,8,4,4,1983
9153,6,1,5,983
9058,1,0,1,1798
9151,8,3,5,2383
9067,8,4,4,5915
9119,9,1,0,3347
9041,8,3,5,4107
9056,1,0,1,303
9108,11,6,5,3316
9144,3,2,1,1115
9112,4,2,2,4510
9129,10,2,8,600
9207,7,4,2,1372
9083,9,0,9,4512
9138,5,3,2,2465
9166,3,2,1,2646
9133,4,1,3,4335
9053,9,1,8,1042
9154,10,4,6,2076
9039,7,2,5,1221
9049,11,7,4,4356
9244,9,0,1,915
9047,12,5,7,1822
9090,10,7,1,1983
9165,3,2,0,950
9091,8,2,6,4356
9231,11,4,4,1454
9054,9,3,6,1822
9115,8,4,4,135
9203,9,5,3,1166
9048,8,5,3,1319
9222,12,5,5,521
9188,8,5,2,2464
9065,6,0,6,1822
9081,14,11,3,382
9224,7,4,1,4342
9137,5,3,2,2405
9234,10,3,3,2910
9106,8,6,2,4513
9066,4,2,2,5392
9071,9,3,6,6069
9128,9,5,4,4335
9163,2,1,1,2490
9099,10,7,3,3705
9216,5,2,2,728
9227,6,3,1,1983
9035,7,3,4,3854
9044,12,4,8,1983
9148,5,5,0,1487
9104,11,5,6,2621
9036,3,1,2,2465
9062,9,4,5,382
9109,9,5,4,1059
9220,12,6,4,1105
9076,12,7,5,4335
9232,5,0,2,5532
9186,11,6,4,1372
9111,6,5,1,673
9113,10,5,5,2516
9101,3,1,2,4342
9031,8,5,3,1374
9150,5,2,3,1015
9175,4,3,1,3854
9205,9,4,4,2946
9238,13,5,4,1474
9046,7,3,4,2955
9178,5,2,3,1734
9181,7,5,2,1442
9156,12,0,3,2646
9185,9,4,4,1734
9147,1,0,1,83
9087,7,4,3,3347
9117,2,1,1,3369
9122,12,6,6,4335
9180,7,3,4,3166
9195,4,2,1,1734
9064,6,2,4,4356
9132,7,1,6,185
9135,1,0,1,521
9168,4,3,1,2816
9201,9,3,5,4744
9032,8,7,1,4356
9120,7,2,5,1042
9140,10,4,6,673
9159,6,3,3,3316
9170,9,4,5,1015
9183,7,5,2,5365
9092,10,2,8,2946
9225,11,5,4,184
9063,6,3,3,1983
9157,5,2,3,4509
9202,7,1,5,2490
9169,6,3,3,3245
9073,10,4,6,4107
9070,7,3,4,521
9105,10,4,6,5251
9218,7,4,2,662
9241,14,5,3,2199
9098,5,4,1,5231
9131,8,1,7,4100
9045,5,4,1,4356
9072,8,2,6,4085
9196,3,2,0,6
9145,5,2,3,4247
9152,1,1,0,3414
9239,5,0,1,683
9146,2,2,0,4107
9172,4,3,1,2490
9240,10,4,1,3166
9219,8,1,6,4331
9139,9,1,8,4342
9155,7,6,1,661
9212,10,3,6,4052
9078,12,7,4,3455
9206,7,2,4,729
9142,8,5,3,4052
9192,8,1,6,2362
9204,5,4,0,1426
9094,3,1,2,5401
9173,4,2,2,4508
9251,1,0,1,4360
9249,3,2,1,4483
9253,2,0,2,4360
9255,3,1,2,4634
9252,4,3,1,4357
9250,2,2,0,4360
9254,4,1,3,4360
9248,7,3,4,5524
9246,1,0,1,4504
9245,6,3,3,4643
9247,2,1,1,4504
9256,5,2,3,3993
9259,6,2,4,4845
9262,7,2,5,5704
9257,5,2,3,4355
9258,7,4,3,4519
9265,5,3,2,6049
9264,8,2,6,1141
9263,9,4,5,4988
9266,2,1,0,5394
9260,6,5,1,5014
9261,8,3,5,3643
9297,8,3,4,2289
9292,6,3,2,5113
9291,8,4,3,2632
9286,7,2,5,3742
9276,7,4,3,1697
9294,7,4,2,1397
9293,2,1,0,1051
9303,8,3,2,2501
9271,5,2,3,2587
9273,7,4,3,1497
9269,7,2,5,730
9267,6,5,1,2513
9299,9,5,3,1532
9295,9,2,6,2896
9300,9,4,3,1470
9281,7,6,1,3773
9290,3,1,2,3711
9307,6,1,0,1532
9285,1,1,0,6001
9296,5,3,1,484
9275,2,0,2,2501
9268,6,4,2,3903
9289,1,0,1,2792
9304,8,2,3,3802
9272,8,3,5,5135
9283,5,2,3,2271
9302,8,4,2,2409
9277,6,4,2,5434
9279,6,4,2,2792
9306,6,0,1,1051
9288,10,6,4,4713
9298,4,3,0,1195
9278,5,3,2,1051
9274,4,0,4,4526
9280,2,2,0,1230
9270,5,4,1,1767
9284,2,0,2,3214
9305,12,1,7,5001
9287,7,2,5,322
9282,9,3,6,365
9301,10,3,5,1230
9947,7,3,4,4633
9948,7,4,3,750
9951,10,5,5,4848
9957,8,3,3,1218
9949,6,3,3,5975
9953,4,1,3,4271
9955,4,3,0,4271
9956,9,4,4,4454
9954,9,4,5,4271
9952,7,3,4,4358
9950,8,5,3,4739
9990,12,2,0,5292
9986,8,1,4,4852
9968,4,3,1,3453
9985,10,4,4,3723
9962,1,0,1,750
9982,8,5,2,5339
9969,4,4,0,4739
9966,2,0,2,3672
9960,5,2,3,4271
9987,8,1,4,669
9984,6,3,1,434
9977,6,3,3,5907
9974,1,0,1,3672
9973,8,7,1,2259
9991,18,5,1,5907
9965,11,5,6,5339
9967,1,0,1,4348
9971,5,2,3,5907
9970,11,9,2,4358
9959,3,1,2,750
9983,11,6,3,4352
9958,1,0,1,5338
9963,8,1,2,2259
9978,7,2,5,4358
9975,7,5,2,5339
9980,8,2,4,470
9981,2,1,0,424
9964,3,2,1,4438
9989,8,2,0,4545
9976,5,2,3,5210
9988,10,5,1,4852
9961,7,5,2,4852
9972,9,3,6,3709
9979,11,5,4,2776
3706,6,4,2,5217
3709,9,3,3,4435
3707,1,0,1,1400
3703,5,0,5,4386
3701,10,3,7,1400
3705,9,3,6,5681
3708,6,3,2,3805
3702,5,1,4,5646
3700,6,2,4,4388
3704,9,4,5,4435
9310,10,6,3,1371
9309,8,7,0,3625
9308,8,3,5,196
9318,3,1,2,3091
9313,4,0,4,5153
9314,3,2,1,6028
9324,3,0,2,2791
9315,3,2,1,2388
9316,5,2,3,5153
9323,3,1,2,4926
9317,2,1,1,3884
9319,2,0,2,1728
9320,7,5,2,4926
9321,4,3,1,5546
9311,4,2,2,5842
9312,4,2,2,6028
9325,10,3,2,3091
9322,5,1,4,1933
9328,9,4,5,2555
9333,6,4,2,3824
9336,11,4,5,3074
9338,7,3,1,1831
9337,8,2,4,3848
9329,7,2,5,2084
9327,8,5,3,5642
9335,10,5,4,1810
9331,6,2,4,2084
9330,9,3,6,3923
9326,10,1,0,2084
9332,5,4,1,4338
9334,7,2,5,2555
9345,11,3,8,522
9347,3,3,0,1818
9352,8,6,1,522
9344,8,8,0,1499
9353,3,1,0,2273
9349,7,4,3,3733
9346,7,2,5,3732
9350,2,1,0,5459
9351,8,4,3,522
9348,5,4,1,5691
9340,4,1,3,3733
9341,5,4,1,5459
9343,7,3,4,1818
9339,8,4,4,5691
9342,6,2,4,1608
9366,5,1,2,134
9355,10,5,5,134
9359,3,2,1,137
9367,9,3,3,137
9357,8,6,2,5085
9361,5,0,4,5699
9365,10,4,5,5999
9363,2,2,0,3411
9356,8,2,6,49
9360,1,0,1,3411
9358,3,0,3,2628
9362,5,2,3,134
9364,9,4,4,5085
9354,4,1,3,1974
4530,2,0,2,5791
4719,6,3,3,5757
4723,9,5,4,4086
4508,4,2,2,2539
4856,10,4,4,5874
4513,9,3,6,881
4531,6,4,2,2386
4570,3,1,2,5493
4866,9,4,3,5757
4517,4,1,3,4086
4814,4,0,3,2514
4567,7,3,4,5284
4802,6,3,2,1088
4662,9,6,3,5779
4545,4,1,3,4663
4752,5,3,2,1511
4728,3,1,2,5746
4593,6,3,3,5726
4522,5,3,2,2514
4666,4,2,2,6094
4807,7,4,2,5746
4674,6,2,4,5764
4694,3,2,1,3638
4803,9,5,3,5736
4550,4,1,3,5773
4680,4,1,3,3478
4660,9,3,6,4909
4825,10,5,4,821
4445,5,3,2,5736
4598,6,3,3,5761
4867,8,4,2,5739
4469,7,3,4,2514
4864,9,4,3,1511
4730,6,5,1,5789
4626,5,3,2,1886
4653,6,2,4,463
4564,6,3,3,5791
4801,4,1,2,5775
4474,1,1,0,3436
4468,5,4,1,5759
4640,8,5,3,5748
4455,7,3,4,5735
4845,9,4,3,3896
4750,4,2,2,5748
4810,7,4,2,5779
4840,5,0,3,5763
4629,7,4,3,5768
4571,4,3,1,5298
4890,9,1,4,463
4831,8,4,2,5741
4819,2,1,0,1539
4714,7,3,4,5749
4667,7,4,3,5746
4487,8,3,5,5789
4540,1,1,0,5748
4633,5,1,4,5746
4894,7,0,3,1958
4873,8,3,2,467
4604,6,1,5,5780
4766,7,1,6,3638
4700,6,3,3,5834
4449,5,2,3,5749
4782,8,5,2,5757
4681,3,2,1,5749
4529,2,1,1,6095
4706,4,2,2,1511
4644,4,1,3,2601
4592,5,4,1,3390
4835,8,5,1,5782
4639,10,6,4,4053
4888,6,1,1,4086
4515,8,3,5,4315
4777,8,2,5,5747
4553,5,1,3,5749
4824,7,3,3,3384
4827,2,0,1,823
4524,2,2,0,9
4610,5,1,4,5757
4789,5,4,0,881
4439,10,7,2,5746
4442,6,3,2,5746
4865,8,2,4,4086
4503,7,3,4,4992
4586,12,4,8,805
4685,1,0,1,5749
4489,4,2,2,5356
4573,3,2,1,462
4576,8,2,6,1091
4595,1,1,0,5754
4736,3,1,2,6096
4785,4,2,1,6102
4850,4,1,1,5761
4826,7,3,3,2898
4745,7,4,3,5725
4691,4,1,3,3318
4669,8,5,3,5782
4534,4,4,0,4406
4552,3,3,0,5752
4844,7,2,3,3638
4874,11,3,5,4086
4537,4,4,0,4086
4475,6,4,2,5746
4770,5,2,2,5772
4527,1,0,1,5748
4892,10,4,2,6093
4618,11,8,3,5766
4720,7,2,5,3454
4485,8,3,4,292
4898,8,2,0,1091
4855,10,4,4,5795
4724,5,0,5,5729
4860,4,1,1,5767
4889,9,2,3,5236
4839,10,4,4,1887
4780,4,2,1,3156
4607,5,4,1,5751
4859,5,2,1,4086
4848,5,2,1,5748
4434,4,3,1,5767
4692,6,2,4,5735
4762,8,4,4,2574
4868,7,1,4,4405
4659,5,3,2,3423
4846,11,6,3,4086
4518,9,4,5,2537
4670,4,2,2,881
4711,4,2,2,5786
4718,5,1,3,5724
4569,5,3,2,5735
4444,5,2,3,941
4481,6,3,3,5747
4798,6,2,3,5757
4479,2,0,2,4588
4556,4,3,1,225
4605,5,4,1,4849
4541,7,3,4,5736
4495,6,1,5,5773
4739,1,0,1,6098
4646,10,6,4,5747
4454,4,2,2,4086
4498,7,5,2,462
4624,9,4,5,1048
4447,1,1,0,5794
4616,5,1,4,5746
4690,5,2,3,5743
4496,1,1,0,4086
4829,9,3,5,145
4635,7,5,2,4406
4832,7,2,3,248
4703,2,1,1,2601
4613,10,4,6,5790
4783,5,2,2,3238
4791,9,4,4,5760
4452,2,1,1,5752
4861,6,1,3,4261
4713,4,2,2,6097
4675,4,0,4,5750
4731,3,0,3,5733
4823,3,2,0,4086
4757,8,4,4,5770
4596,5,2,3,5769
4484,6,5,1,5778
4620,7,4,3,3402
4741,7,5,1,5724
4561,7,4,3,1872
4721,8,4,4,5790
4652,7,4,3,5776
4851,11,3,6,5787
4665,2,1,1,5749
4758,2,2,0,821
4815,6,2,3,3290
4732,5,3,2,5731
4628,7,4,3,5782
4744,2,0,2,5735
4734,2,0,2,1511
4488,7,6,1,5905
4466,6,3,3,4588
4797,3,1,1,5739
4631,5,4,1,4534
4483,4,1,2,837
4663,4,2,2,5744
4638,6,3,3,5773
4755,8,5,3,1539
4579,7,3,4,5787
4448,8,7,1,5727
4492,7,6,1,1199
4740,6,4,2,4426
4717,6,3,3,5757
4601,2,1,1,1160
4514,8,3,5,4624
4457,9,7,2,5130
4504,5,4,1,2514
4440,6,5,1,5789
4881,10,4,3,3729
4737,4,1,3,881
4738,1,1,0,6096
4548,4,3,1,5765
4617,5,1,4,5784
4614,4,1,1,5742
4580,9,4,5,837
4566,9,3,6,6095
4584,10,4,6,463
4437,4,2,2,5747
4693,3,2,1,3870
4756,7,3,4,5412
4834,9,3,4,2386
4735,4,2,2,837
4594,9,5,4,3402
4893,8,1,3,461
4651,7,4,3,5748
4751,3,1,2,5746
4500,6,3,3,3638
4547,9,5,4,463
4712,5,2,3,5758
4742,1,1,0,5773
4441,5,0,1,3478
4572,9,4,5,4998
4648,2,1,1,4086
4877,8,4,1,1539
4623,5,4,1,5782
4480,7,2,5,5746
4775,10,5,4,462
4494,2,2,0,5754
4697,1,1,0,2539
4438,4,1,3,4315
4813,4,2,1,5746
4753,8,4,4,1539
4609,4,3,1,5314
4463,2,0,2,1881
4528,9,2,7,5284
4793,3,0,2,5762
4821,6,4,1,3810
4687,4,0,4,4086
4769,7,4,3,145
4460,8,4,4,5796
4506,9,4,5,4707
4443,6,3,3,3161
4715,11,6,5,463
4771,9,5,3,3099
4657,7,3,4,5737
4716,6,3,3,4086
4879,12,2,7,1887
4830,9,2,5,5736
4597,1,1,0,805
4729,4,1,3,3454
4472,8,4,4,5785
4641,3,2,1,3223
4683,3,2,1,3638
4625,6,2,4,5734
4505,8,3,5,4086
4699,8,4,4,5285
4499,5,1,4,1457
4608,3,0,3,960
4461,3,1,2,4086
4477,1,1,0,5769
4554,6,3,3,5731
4726,9,3,6,1872
4678,7,6,1,5739
4772,5,4,0,4086
4465,8,4,4,4086
4520,9,5,4,3517
4453,9,5,4,443
4880,7,2,2,3638
4872,7,3,1,4285
4622,6,4,2,5874
4862,7,3,2,5766
4578,9,5,4,5774
4812,7,4,2,4992
4686,7,3,4,5285
4792,7,3,3,5783
4876,9,4,2,5771
4784,8,2,5,2700
4645,7,3,4,1513
4778,9,5,3,4053
4656,6,3,3,1539
4733,4,2,2,3454
4502,4,2,2,4053
4611,4,1,2,4053
4621,10,5,5,5757
4536,6,3,3,2700
4673,5,3,2,4405
4676,7,4,3,5732
4632,7,2,5,3290
4897,12,2,4,3486
4512,7,2,5,4053
4546,8,3,5,1053
4849,9,4,3,461
4689,3,1,2,5759
4544,9,0,8,5781
4746,5,2,3,5736
4709,5,2,1,2539
4776,9,3,5,4086
4818,5,2,2,5735
4473,4,1,3,5759
4650,7,4,3,3517
4887,5,1,0,3638
4749,7,4,3,4053
4743,7,3,4,2146
4764,2,1,1,821
4523,9,3,6,2514
4759,5,5,0,5792
4852,7,4,1,5749
4679,4,3,1,463
4642,6,4,2,5777
4462,7,3,4,5773
4884,10,4,3,5742
4600,8,3,5,5356
4563,7,1,6,1069
4805,6,2,3,5756
4612,5,3,2,5747
4725,5,1,4,5746
4786,7,2,4,4955
4590,7,3,4,5874
4574,5,1,4,5747
4664,8,4,4,3870
4535,5,1,4,4560
4779,5,3,1,4086
4677,1,1,0,5759
4585,4,3,1,5791
4510,4,3,1,1511
4451,6,2,4,5746
4599,7,3,4,5749
4583,1,0,1,5730
4895,14,4,5,5748
4857,5,0,3,5762
4787,3,2,0,5756
4765,6,3,3,5741
4493,8,5,3,4427
4828,6,4,1,4053
4767,7,6,1,1902
4705,6,4,2,3638
4695,5,2,3,5724
4591,9,3,6,4053
4486,5,3,2,5079
4672,6,4,2,6030
4619,8,3,5,4998
4446,1,1,0,5581
4636,4,1,3,5776
4722,2,1,1,462
4761,8,2,6,5793
4464,7,3,4,462
4630,8,4,4,4426
4581,7,3,4,4086
4565,4,4,0,5753
4658,6,2,4,837
4781,7,4,2,5754
4896,12,5,2,5743
4806,4,3,0,5790
4501,6,3,3,4053
4869,3,1,0,5767
4557,6,4,2,1958
4760,6,3,3,5753
4538,7,6,1,4663
4497,2,1,1,5740
4649,6,3,3,5723
4854,4,2,0,5736
4516,5,2,3,821
4882,7,0,4,4663
4647,9,4,5,5369
4436,3,3,0,5746
4870,7,1,3,5773
4637,8,6,2,575
4482,9,3,6,3638
4841,11,8,1,5782
4727,4,1,3,5755
4627,4,2,2,2514
4800,5,3,1,1511
4878,13,5,5,5781
4459,6,4,2,5757
4509,10,3,7,298
4654,2,1,1,5757
4838,8,1,5,5735
4603,4,1,3,3755
4521,5,4,1,5749
4702,6,3,3,5728
4668,1,0,1,2601
4885,11,4,4,4707
4435,6,4,2,5773
4562,4,2,2,5737
4671,2,2,0,881
4533,8,3,5,1093
4458,12,5,7,1048
4568,2,0,2,3251
4796,11,6,4,5731
4491,8,5,3,3318
4507,11,7,4,5757
4602,6,4,2,5735
4833,7,2,3,1581
4794,2,0,1,3290
4661,4,2,2,5776
4853,10,4,4,5737
4837,10,4,4,3437
4799,4,1,2,6094
4875,10,2,5,5742
4511,3,2,1,5787
4543,6,2,4,3638
4542,6,4,2,1719
4886,5,0,1,5735
4843,10,6,2,2586
4763,9,4,5,5754
4698,9,6,3,5789
4842,8,4,2,3156
4684,8,3,5,4350
4526,4,3,1,5745
4863,9,4,3,5874
4773,7,2,4,6101
4795,7,2,4,4053
4708,6,3,2,5314
4560,10,2,8,3318
4450,1,1,0,5746
4577,9,7,2,5747
4817,11,5,5,5769
4575,5,3,2,3791
4470,6,3,3,3021
4754,9,4,5,5743
4811,9,7,1,5789
4456,10,4,6,4086
4490,11,7,4,289
4519,6,3,3,2386
4532,2,0,2,5772
4643,6,3,3,5787
4701,4,3,1,5757
4588,3,1,2,180
4790,10,5,4,4261
4891,10,2,4,5769
4871,12,3,2,5746
4655,6,2,4,6099
4748,2,1,1,4663
4847,7,4,1,462
4858,9,4,3,5769
4768,6,2,4,145
4467,1,0,1,837
4822,3,1,1,2979
4836,9,3,4,2514
4688,4,2,2,5738
4559,8,4,4,941
4634,4,1,3,3638
4682,6,3,3,6100
4615,3,3,0,5356
4606,7,2,5,5757
4549,9,5,4,4053
4589,4,1,3,4663
4525,7,4,3,5788
4582,8,3,5,174
4587,8,1,7,5555
4883,7,1,3,5911
4710,6,3,3,5574
4476,8,4,4,5754
4774,6,4,1,4053
4555,7,4,3,6092
4558,6,2,4,3025
4816,7,4,2,4086
4539,6,2,4,3638
4747,6,3,3,5748
4804,7,3,3,5793
4696,6,4,2,1513
4478,8,5,3,5746
4820,4,1,2,5793
4808,6,4,1,3638
4704,5,2,3,4324
4809,9,5,3,5722
4707,4,1,3,1091
4471,8,4,4,1091
4551,10,7,3,5734
4788,2,1,0,1241
9378,5,4,1,5893
9377,3,2,1,2645
4073,3,2,1,4329
4074,6,4,2,4329
9390,2,1,1,452
9383,3,3,0,5156
9385,6,2,4,2240
9393,6,4,1,5437
9392,5,3,2,2226
9387,8,7,1,2240
9384,2,1,1,1403
9395,3,1,0,2239
9380,6,4,2,498
9394,4,1,2,3026
9388,4,2,2,3647
9381,2,2,0,1403
9382,6,2,4,3026
9391,3,1,2,1403
9386,1,1,0,1975
9389,1,1,0,1975
9379,4,2,2,2357
9510,3,2,1,4109
9465,4,3,1,3873
9499,4,4,0,4156
9673,4,0,2,2399
9426,7,5,2,5988
9537,6,4,2,4212
9470,7,4,3,193
9667,6,3,1,5151
9672,4,0,2,1287
9398,6,5,1,5956
9407,2,0,2,3029
9569,5,1,4,3471
9666,3,0,1,4429
9523,8,4,4,3471
9561,3,3,0,2719
9680,4,0,1,5151
9616,6,1,4,5151
9607,4,3,0,3533
9435,4,2,2,2520
9399,4,3,1,5601
9577,5,3,2,5956
9563,1,1,0,3470
9506,4,2,2,4945
9628,4,2,1,3637
9624,5,1,3,5164
9687,6,0,2,5988
9562,3,2,1,2408
9444,2,0,2,3533
9679,3,0,1,1287
9608,4,2,1,254
9612,4,1,2,4090
9681,5,1,1,3112
9467,3,1,2,1737
9644,4,2,1,1504
9493,3,3,0,4156
9686,5,0,1,1287
9540,3,2,1,4156
9684,4,1,0,4109
9662,4,1,1,2391
9443,5,3,2,3264
9440,5,2,3,204
9634,4,2,1,187
9555,4,1,3,3873
9481,3,2,1,4429
9446,3,2,1,4429
9416,1,1,0,4215
9602,3,1,1,1287
9511,6,4,2,6009
9646,7,3,3,254
9550,6,4,2,139
9642,4,3,0,3637
9445,2,2,0,1504
9656,3,1,0,193
9454,3,1,2,3029
9474,2,1,1,3637
9404,5,3,2,5423
9491,4,0,4,3471
9417,3,0,3,5272
9610,4,1,2,4109
9625,6,3,2,4212
9514,3,2,1,4119
9574,5,2,3,4156
9665,5,3,0,4133
9480,6,2,3,541
9457,5,2,3,5176
9678,3,1,0,3637
9478,7,3,4,760
9433,1,0,1,4156
9660,6,2,2,4411
9566,5,3,2,6013
9661,4,2,0,4212
9640,2,0,1,3533
9631,6,2,3,2520
9591,2,1,1,1504
9528,6,3,3,4109
9548,3,3,0,193
9500,4,2,2,1133
9531,4,3,1,4212
9682,5,1,1,3264
9410,4,3,1,755
9521,4,2,2,2502
9621,4,2,1,562
9434,5,3,2,1287
9423,4,2,2,1287
9487,5,2,3,2098
9611,2,1,0,4109
9638,4,2,1,1926
9658,4,0,2,4090
9653,4,1,2,4133
9468,5,2,3,4429
9496,1,0,1,4411
9584,4,3,1,4429
9525,3,2,1,4156
9604,5,3,1,2603
9670,3,0,1,4945
9479,1,1,0,4221
9538,5,4,1,3006
9620,5,1,3,4429
9429,1,1,0,808
9630,6,0,5,4945
9546,5,3,2,4225
9466,2,1,1,4212
9663,5,1,2,5487
9643,5,4,0,4197
9412,5,2,3,4156
9461,4,0,4,3533
9501,5,2,3,4133
9677,5,2,1,4127
9676,5,1,2,4156
9648,4,1,2,4119
9489,4,1,3,193
9605,3,1,0,5423
9419,2,0,2,5151
9576,4,1,3,2399
9556,1,1,0,4945
9622,2,1,0,5601
9453,4,0,4,3208
9503,5,4,1,193
9535,5,2,3,3533
9539,5,1,4,6009
9456,3,3,0,5289
9498,4,3,1,4408
9558,5,5,0,5151
9482,5,2,3,755
9483,2,1,1,5064
9599,4,2,1,2774
9524,5,3,2,3533
9598,3,2,1,1527
9532,4,3,1,4288
9541,4,3,1,3208
9652,4,1,2,1288
9462,1,0,1,3471
9397,5,3,2,3295
9472,5,2,3,4156
9632,6,2,3,2603
9504,3,2,1,5423
9460,4,2,2,4088
9492,1,1,0,2855
9654,4,2,1,2098
9529,4,0,4,5176
9497,3,3,0,4133
9520,4,2,2,3533
9583,5,2,3,3049
9592,1,1,0,4215
9647,4,3,0,5151
9442,3,1,2,4221
9413,6,5,1,4197
9557,6,4,2,1709
9505,6,2,4,479
9418,4,3,1,4133
9544,5,2,3,3979
9547,3,2,1,4225
9450,3,2,1,5833
9427,4,1,3,3049
9517,4,3,1,4945
9396,4,2,2,1504
9476,1,0,1,3637
9649,4,1,2,4215
9512,5,4,1,5988
9526,4,1,3,4784
9448,5,2,3,4090
9613,4,1,2,2411
9421,4,2,2,4587
9545,4,1,3,5423
9553,3,1,2,4587
9536,5,4,1,1489
9655,4,0,3,1874
9522,6,5,1,2520
9651,5,2,2,2411
9614,5,1,3,3637
9573,5,4,1,2408
9668,4,2,0,254
9439,3,1,2,1066
9533,2,2,0,4088
9408,2,0,2,5887
9530,1,1,0,1287
